identifier,charity_number,company_number,filetype,filename,financial_year_end,org_type
GB-COH-09242457,,09242457,html,accounts/GB-COH-09242457-2017-09-30.html,2017-09-30,Private Limited Company
GB-COH-09268330,,09268330,html,accounts/GB-COH-09268330-2017-03-31.html,2017-03-31,CLG
GB-COH-09284859,,09284859,pdf,accounts/GB-COH-09284859-2016-03-31.pdf,2016-03-31,Community Interest Company
GB-COH-09288817,,09288817,pdf,accounts/GB-COH-09288817-2017-10-31.pdf,2017-10-31,Community Interest Company
GB-COH-09296521,,09296521,pdf,accounts/GB-COH-09296521-2017-11-30.pdf,2017-11-30,Community Interest Company
GB-COH-09308403,,09308403,pdf,accounts/GB-COH-09308403-2017-11-30.pdf,2017-11-30,Community Interest Company
GB-COH-09310383,,09310383,pdf,accounts/GB-COH-09310383-2017-09-30.pdf,2017-09-30,Community Interest Company
GB-COH-09328304,,09328304,pdf,accounts/GB-COH-09328304-2017-11-30.pdf,2017-11-30,Community Interest Company
GB-COH-09328647,,09328647,html,accounts/GB-COH-09328647-2017-11-30.html,2017-11-30,Private Limited Company
GB-COH-09353227,,09353227,pdf,accounts/GB-COH-09353227-2016-12-31.pdf,2016-12-31,Community Interest Company
GB-COH-09365973,,09365973,pdf,accounts/GB-COH-09365973-2017-03-31.pdf,2017-03-31,Community Interest Company
GB-COH-09399940,,09399940,html,accounts/GB-COH-09399940-2018-01-31.html,2018-01-31,Private Limited Company
GB-COH-09404083,,09404083,pdf,accounts/GB-COH-09404083-2017-01-31.pdf,2017-01-31,Community Interest Company
GB-COH-09405323,,09405323,html,accounts/GB-COH-09405323-2018-01-31.html,2018-01-31,Private Limited Company
GB-COH-09430326,,09430326,html,accounts/GB-COH-09430326-2017-03-31.html,2017-03-31,CLG
GB-COH-09458920,,09458920,pdf,accounts/GB-COH-09458920-2017-03-31.pdf,2017-03-31,Community Interest Company
GB-COH-09490455,,09490455,pdf,accounts/GB-COH-09490455-2017-03-31.pdf,2017-03-31,Community Interest Company
GB-COH-09491802,,09491802,pdf,accounts/GB-COH-09491802-2018-03-31.pdf,2018-03-31,Community Interest Company
GB-COH-09516331,,09516331,pdf,accounts/GB-COH-09516331-2018-03-31.pdf,2018-03-31,Community Interest Company
GB-COH-09537110,,09537110,pdf,accounts/GB-COH-09537110-2017-12-31.pdf,2017-12-31,Community Interest Company
GB-COH-09537171,,09537171,pdf,accounts/GB-COH-09537171-2017-04-30.pdf,2017-04-30,Community Interest Company
GB-COH-09542090,,09542090,pdf,accounts/GB-COH-09542090-2017-04-30.pdf,2017-04-30,Community Interest Company
GB-COH-09549033,,09549033,pdf,accounts/GB-COH-09549033-2018-03-31.pdf,2018-03-31,CLG
GB-COH-09564232,,09564232,html,accounts/GB-COH-09564232-2016-04-30.html,2016-04-30,CLG
GB-COH-09576213,,09576213,pdf,accounts/GB-COH-09576213-2016-05-31.pdf,2016-05-31,Community Interest Company
GB-COH-09580121,,09580121,pdf,accounts/GB-COH-09580121-2017-05-31.pdf,2017-05-31,CLG
GB-COH-09594249,,09594249,pdf,accounts/GB-COH-09594249-2017-03-31.pdf,2017-03-31,Community Interest Company
GB-COH-09606122,,09606122,html,accounts/GB-COH-09606122-2017-05-31.html,2017-05-31,CLG
GB-COH-09626412,,09626412,pdf,accounts/GB-COH-09626412-2017-12-31.pdf,2017-12-31,CLG
GB-COH-09626497,,09626497,pdf,accounts/GB-COH-09626497-2018-08-31.pdf,2018-08-31,Community Interest Company
GB-COH-09643299,,09643299,pdf,accounts/GB-COH-09643299-2016-06-30.pdf,2016-06-30,Community Interest Company
GB-COH-09646538,,09646538,pdf,accounts/GB-COH-09646538-2017-06-30.pdf,2017-06-30,Community Interest Company
GB-COH-09660191,,09660191,pdf,accounts/GB-COH-09660191-2018-08-31.pdf,2018-08-31,Community Interest Company
GB-COH-09672869,,09672869,pdf,accounts/GB-COH-09672869-2017-07-31.pdf,2017-07-31,Community Interest Company
GB-COH-09672961,,09672961,pdf,accounts/GB-COH-09672961-2017-07-31.pdf,2017-07-31,Community Interest Company
GB-COH-09677439,,09677439,pdf,accounts/GB-COH-09677439-2017-03-31.pdf,2017-03-31,Community Interest Company
GB-COH-09698357,,09698357,pdf,accounts/GB-COH-09698357-2017-07-31.pdf,2017-07-31,Community Interest Company
GB-COH-09721635,,09721635,pdf,accounts/GB-COH-09721635-2017-12-31.pdf,2017-12-31,Community Interest Company
GB-COH-09721653,,09721653,pdf,accounts/GB-COH-09721653-2017-12-31.pdf,2017-12-31,Community Interest Company
GB-COH-09725610,,09725610,pdf,accounts/GB-COH-09725610-2018-03-31.pdf,2018-03-31,Community Interest Company
GB-COH-09734934,,09734934,pdf,accounts/GB-COH-09734934-2017-08-31.pdf,2017-08-31,Community Interest Company
GB-COH-09735034,,09735034,html,accounts/GB-COH-09735034-2017-08-31.html,2017-08-31,CLG
GB-COH-09763554,,09763554,pdf,accounts/GB-COH-09763554-2017-12-31.pdf,2017-12-31,Community Interest Company
GB-COH-09772210,,09772210,pdf,accounts/GB-COH-09772210-2017-09-30.pdf,2017-09-30,Community Interest Company
GB-COH-09808949,,09808949,pdf,accounts/GB-COH-09808949-2017-10-31.pdf,2017-10-31,Community Interest Company
GB-COH-09809007,,09809007,pdf,accounts/GB-COH-09809007-2017-10-31.pdf,2017-10-31,Community Interest Company
GB-COH-09816515,,09816515,pdf,accounts/GB-COH-09816515-2017-10-31.pdf,2017-10-31,Community Interest Company
GB-COH-09850848,,09850848,html,accounts/GB-COH-09850848-2017-03-31.html,2017-03-31,CLG
GB-COH-09866041,,09866041,pdf,accounts/GB-COH-09866041-2017-11-30.pdf,2017-11-30,Community Interest Company
GB-COH-09887269,,09887269,html,accounts/GB-COH-09887269-2017-11-30.html,2017-11-30,CLG
GB-COH-09893909,,09893909,html,accounts/GB-COH-09893909-2017-11-30.html,2017-11-30,CLG
GB-COH-09901722,,09901722,pdf,accounts/GB-COH-09901722-2017-12-31.pdf,2017-12-31,Community Interest Company
GB-COH-09917616,,09917616,pdf,accounts/GB-COH-09917616-2017-12-31.pdf,2017-12-31,Community Interest Company
GB-COH-09926931,,09926931,html,accounts/GB-COH-09926931-2018-05-31.html,2018-05-31,CLG
GB-COH-09928335,,09928335,pdf,accounts/GB-COH-09928335-2017-12-31.pdf,2017-12-31,Community Interest Company
GB-COH-09945380,,09945380,pdf,accounts/GB-COH-09945380-2017-03-31.pdf,2017-03-31,Community Interest Company
GB-COH-09953081,,09953081,html,accounts/GB-COH-09953081-2017-03-31.html,2017-03-31,Private Limited Company
GB-COH-09961797,,09961797,pdf,accounts/GB-COH-09961797-2017-01-31.pdf,2017-01-31,Community Interest Company
GB-COH-09964649,,09964649,pdf,accounts/GB-COH-09964649-2017-01-31.pdf,2017-01-31,Community Interest Company
GB-COH-09973625,,09973625,pdf,accounts/GB-COH-09973625-2018-01-31.pdf,2018-01-31,Community Interest Company
GB-COH-09977977,,09977977,pdf,accounts/GB-COH-09977977-2017-09-30.pdf,2017-09-30,CLG
GB-COH-09996574,,09996574,pdf,accounts/GB-COH-09996574-2017-03-31.pdf,2017-03-31,Community Interest Company
GB-COH-10071777,,10071777,pdf,accounts/GB-COH-10071777-2017-03-31.pdf,2017-03-31,Community Interest Company
GB-COH-10081318,,10081318,pdf,accounts/GB-COH-10081318-2017-03-31.pdf,2017-03-31,Community Interest Company
GB-COH-10085277,,10085277,pdf,accounts/GB-COH-10085277-2018-03-31.pdf,2018-03-31,Community Interest Company
GB-COH-10085963,,10085963,pdf,accounts/GB-COH-10085963-2017-03-31.pdf,2017-03-31,CLG
GB-COH-10087608,,10087608,html,accounts/GB-COH-10087608-2018-03-31.html,2018-03-31,Private Limited Company
GB-COH-10099042,,10099042,pdf,accounts/GB-COH-10099042-2017-04-30.pdf,2017-04-30,Community Interest Company
GB-COH-10137386,,10137386,html,accounts/GB-COH-10137386-2017-04-30.html,2017-04-30,CLG
GB-COH-10143872,,10143872,pdf,accounts/GB-COH-10143872-2018-04-30.pdf,2018-04-30,Community Interest Company
GB-COH-10145793,,10145793,pdf,accounts/GB-COH-10145793-2017-04-30.pdf,2017-04-30,Community Interest Company
GB-COH-10153458,,10153458,pdf,accounts/GB-COH-10153458-2018-04-30.pdf,2018-04-30,Community Interest Company
GB-COH-10157194,,10157194,pdf,accounts/GB-COH-10157194-2017-04-30.pdf,2017-04-30,Community Interest Company
GB-COH-10157295,,10157295,pdf,accounts/GB-COH-10157295-2017-04-30.pdf,2017-04-30,Community Interest Company
GB-COH-10157965,,10157965,html,accounts/GB-COH-10157965-2017-04-30.html,2017-04-30,CLG
GB-COH-10187373,,10187373,pdf,accounts/GB-COH-10187373-2017-05-31.pdf,2017-05-31,Community Interest Company
GB-COH-10195133,,10195133,html,accounts/GB-COH-10195133-2017-05-31.html,2017-05-31,CLG
GB-COH-10226856,,10226856,pdf,accounts/GB-COH-10226856-2017-06-30.pdf,2017-06-30,Community Interest Company
GB-COH-10227051,,10227051,html,accounts/GB-COH-10227051-2017-06-30.html,2017-06-30,CLG
GB-COH-10227734,,10227734,html,accounts/GB-COH-10227734-2017-03-31.html,2017-03-31,CLG
GB-COH-10234032,,10234032,pdf,accounts/GB-COH-10234032-2017-06-30.pdf,2017-06-30,Community Interest Company
GB-COH-10244344,,10244344,pdf,accounts/GB-COH-10244344-2017-06-30.pdf,2017-06-30,Community Interest Company
GB-COH-10257396,,10257396,pdf,accounts/GB-COH-10257396-2017-06-30.pdf,2017-06-30,Community Interest Company
GB-COH-10277465,,10277465,html,accounts/GB-COH-10277465-2017-07-31.html,2017-07-31,Private Limited Company
GB-COH-10301271,,10301271,pdf,accounts/GB-COH-10301271-2017-07-31.pdf,2017-07-31,Community Interest Company
GB-COH-10325858,,10325858,pdf,accounts/GB-COH-10325858-2017-12-31.pdf,2017-12-31,Community Interest Company
GB-COH-10328438,,10328438,pdf,accounts/GB-COH-10328438-2017-08-31.pdf,2017-08-31,Community Interest Company
GB-COH-10390573,,10390573,html,accounts/GB-COH-10390573-2017-09-30.html,2017-09-30,CLG
GB-COH-10403096,,10403096,html,accounts/GB-COH-10403096-2017-09-30.html,2017-09-30,CLG
GB-COH-10408012,,10408012,pdf,accounts/GB-COH-10408012-2017-10-31.pdf,2017-10-31,Community Interest Company
GB-COH-10410032,,10410032,pdf,accounts/GB-COH-10410032-2017-10-31.pdf,2017-10-31,Community Interest Company
GB-COH-10442998,,10442998,pdf,accounts/GB-COH-10442998-2018-03-31.pdf,2018-03-31,Community Interest Company
GB-COH-10456491,,10456491,html,accounts/GB-COH-10456491-2017-11-30.html,2017-11-30,Private Limited Company
GB-COH-10462014,,10462014,pdf,accounts/GB-COH-10462014-2017-11-30.pdf,2017-11-30,Community Interest Company
GB-COH-10465467,,10465467,pdf,accounts/GB-COH-10465467-2017-03-31.pdf,2017-03-31,Private Limited Company
GB-COH-10491241,,10491241,pdf,accounts/GB-COH-10491241-2018-03-31.pdf,2018-03-31,Community Interest Company
GB-COH-10500410,,10500410,pdf,accounts/GB-COH-10500410-2017-11-30.pdf,2017-11-30,Community Interest Company
GB-COH-10500564,,10500564,pdf,accounts/GB-COH-10500564-2017-11-30.pdf,2017-11-30,Community Interest Company
GB-COH-10501296,,10501296,pdf,accounts/GB-COH-10501296-2017-08-31.pdf,2017-08-31,CLG
GB-COH-10512768,,10512768,pdf,accounts/GB-COH-10512768-2017-12-31.pdf,2017-12-31,CLG
GB-COH-10522372,,10522372,html,accounts/GB-COH-10522372-2018-03-31.html,2018-03-31,Private Limited Company
GB-COH-10533599,,10533599,pdf,accounts/GB-COH-10533599-2018-03-31.pdf,2018-03-31,Community Interest Company
GB-COH-10537683,,10537683,pdf,accounts/GB-COH-10537683-2017-12-31.pdf,2017-12-31,Community Interest Company
GB-COH-10539387,,10539387,pdf,accounts/GB-COH-10539387-2018-03-31.pdf,2018-03-31,Community Interest Company
GB-COH-10556191,,10556191,html,accounts/GB-COH-10556191-2018-01-31.html,2018-01-31,CLG
GB-COH-10581534,,10581534,html,accounts/GB-COH-10581534-2018-01-31.html,2018-01-31,CLG
GB-COH-10588271,,10588271,pdf,accounts/GB-COH-10588271-2018-01-26.pdf,2018-01-26,Community Interest Company
GB-COH-10645942,,10645942,pdf,accounts/GB-COH-10645942-2018-03-31.pdf,2018-03-31,Community Interest Company
GB-COH-10689233,,10689233,html,accounts/GB-COH-10689233-2017-12-31.html,2017-12-31,Private Limited Company
GB-COH-10722047,,10722047,html,accounts/GB-COH-10722047-2018-03-31.html,2018-03-31,CLG
GB-COH-OC356377,,OC356377,pdf,accounts/GB-COH-OC356377-2016-07-31.pdf,2016-07-31,Limited Liability Partnership
GB-CHC-1000544,1000544,,pdf_ocr,accounts/GB-CHC-1000544-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1001463,1001463,,pdf_ocr,accounts/GB-CHC-1001463-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1002722,1002722,,pdf_ocr,accounts/GB-CHC-1002722-2017-06-30.pdf,2017-06-30 00:00:00,Charity
GB-CHC-1003257,1003257,,pdf_ocr,accounts/GB-CHC-1003257-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1003505,1003505,,pdf_ocr,accounts/GB-CHC-1003505-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1006504,1006504,,pdf_ocr,accounts/GB-CHC-1006504-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1007165,1007165,,pdf_ocr,accounts/GB-CHC-1007165-2018-03-31.pdf,2018-03-31 00:00:00,Charity
GB-CHC-1011495,1011495,,pdf_ocr,accounts/GB-CHC-1011495-2018-03-31.pdf,2018-03-31 00:00:00,Charity
GB-CHC-1014416,1014416,,pdf_ocr,accounts/GB-CHC-1014416-2018-03-31.pdf,2018-03-31 00:00:00,Charity
GB-CHC-1017481,1017481,,pdf_ocr,accounts/GB-CHC-1017481-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1018758,1018758,,pdf_ocr,accounts/GB-CHC-1018758-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1023032,1023032,,pdf_ocr,accounts/GB-CHC-1023032-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1024544,1024544,,pdf_ocr,accounts/GB-CHC-1024544-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1026487,1026487,,pdf_ocr,accounts/GB-CHC-1026487-2017-08-31.pdf,2017-08-31 00:00:00,Charity
GB-CHC-1026620,1026620,,pdf_ocr,accounts/GB-CHC-1026620-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1028464,1028464,,pdf_ocr,accounts/GB-CHC-1028464-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1033067,1033067,,pdf_ocr,accounts/GB-CHC-1033067-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1035308,1035308,,pdf_ocr,accounts/GB-CHC-1035308-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1035811,1035811,,pdf_ocr,accounts/GB-CHC-1035811-2017-08-31.pdf,2017-08-31 00:00:00,Charity
GB-CHC-1036460,1036460,,pdf_ocr,accounts/GB-CHC-1036460-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1037582,1037582,,pdf_ocr,accounts/GB-CHC-1037582-2018-03-31.pdf,2018-03-31 00:00:00,Charity
GB-CHC-1040519,1040519,,pdf_ocr,accounts/GB-CHC-1040519-2017-12-31.pdf,2017-12-31 00:00:00,Charity
GB-CHC-1041653,1041653,,pdf_ocr,accounts/GB-CHC-1041653-2017-06-30.pdf,2017-06-30 00:00:00,Charity
GB-CHC-1042095,1042095,,pdf_ocr,accounts/GB-CHC-1042095-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1044103,1044103,,pdf_ocr,accounts/GB-CHC-1044103-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1045695,1045695,,pdf_ocr,accounts/GB-CHC-1045695-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1045781,1045781,,pdf_ocr,accounts/GB-CHC-1045781-2018-03-31.pdf,2018-03-31 00:00:00,Charity
GB-CHC-1047148,1047148,,pdf_ocr,accounts/GB-CHC-1047148-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1048645,1048645,,pdf_ocr,accounts/GB-CHC-1048645-2017-12-31.pdf,2017-12-31 00:00:00,Charity
GB-CHC-1048701,1048701,,pdf_ocr,accounts/GB-CHC-1048701-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1048961,1048961,,pdf_ocr,accounts/GB-CHC-1048961-2017-05-31.pdf,2017-05-31 00:00:00,Charity
GB-CHC-1049128,1049128,,pdf_ocr,accounts/GB-CHC-1049128-2018-03-31.pdf,2018-03-31 00:00:00,Charity
GB-CHC-1051657,1051657,,pdf_ocr,accounts/GB-CHC-1051657-2018-03-31.pdf,2018-03-31 00:00:00,Charity
GB-CHC-1051979,1051979,,pdf_ocr,accounts/GB-CHC-1051979-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1052626,1052626,,pdf_ocr,accounts/GB-CHC-1052626-2017-02-28.pdf,2017-02-28 00:00:00,Charity
GB-CHC-1054656,1054656,,pdf_ocr,accounts/GB-CHC-1054656-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1055035,1055035,,pdf_ocr,accounts/GB-CHC-1055035-2016-03-31.pdf,2016-03-31 00:00:00,Charity
GB-CHC-1055254,1055254,,pdf_ocr,accounts/GB-CHC-1055254-2017-06-30.pdf,2017-06-30 00:00:00,Charity
GB-CHC-1056764,1056764,,pdf_ocr,accounts/GB-CHC-1056764-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1057717,1057717,,pdf_ocr,accounts/GB-CHC-1057717-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1057949,1057949,,pdf_ocr,accounts/GB-CHC-1057949-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1059115,1059115,,pdf_ocr,accounts/GB-CHC-1059115-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1059956,1059956,,pdf_ocr,accounts/GB-CHC-1059956-2016-12-31.pdf,2016-12-31 00:00:00,Charity
GB-CHC-1061468,1061468,,pdf_ocr,accounts/GB-CHC-1061468-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1061607,1061607,,pdf_ocr,accounts/GB-CHC-1061607-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1062058,1062058,,pdf_ocr,accounts/GB-CHC-1062058-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1062486,1062486,,pdf_ocr,accounts/GB-CHC-1062486-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1063275,1063275,,pdf_ocr,accounts/GB-CHC-1063275-2018-03-31.pdf,2018-03-31 00:00:00,Charity
GB-CHC-1063319,1063319,,pdf_ocr,accounts/GB-CHC-1063319-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1063661,1063661,,pdf_ocr,accounts/GB-CHC-1063661-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1065794,1065794,,pdf_ocr,accounts/GB-CHC-1065794-2017-08-31.pdf,2017-08-31 00:00:00,Charity
GB-CHC-1067567,1067567,,pdf_ocr,accounts/GB-CHC-1067567-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1068396,1068396,,pdf_ocr,accounts/GB-CHC-1068396-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1068643,1068643,,pdf_ocr,accounts/GB-CHC-1068643-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1069610,1069610,,pdf_ocr,accounts/GB-CHC-1069610-2017-06-30.pdf,2017-06-30 00:00:00,Charity
GB-CHC-1070112,1070112,,pdf_ocr,accounts/GB-CHC-1070112-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1070839,1070839,,pdf_ocr,accounts/GB-CHC-1070839-2018-03-31.pdf,2018-03-31 00:00:00,Charity
GB-CHC-1071058,1071058,,pdf_ocr,accounts/GB-CHC-1071058-2018-03-31.pdf,2018-03-31 00:00:00,Charity
GB-CHC-1072028,1072028,,pdf_ocr,accounts/GB-CHC-1072028-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1072632,1072632,,pdf_ocr,accounts/GB-CHC-1072632-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1074800,1074800,,pdf_ocr,accounts/GB-CHC-1074800-2018-03-31.pdf,2018-03-31 00:00:00,Charity
GB-CHC-1075028,1075028,,pdf_ocr,accounts/GB-CHC-1075028-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1075184,1075184,,pdf_ocr,accounts/GB-CHC-1075184-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1075743,1075743,,pdf_ocr,accounts/GB-CHC-1075743-2017-12-31.pdf,2017-12-31 00:00:00,Charity
GB-CHC-1075776,1075776,,pdf_ocr,accounts/GB-CHC-1075776-2017-06-30.pdf,2017-06-30 00:00:00,Charity
GB-CHC-1075926,1075926,,pdf_ocr,accounts/GB-CHC-1075926-2018-03-31.pdf,2018-03-31 00:00:00,Charity
GB-CHC-1076346,1076346,,pdf_ocr,accounts/GB-CHC-1076346-2018-03-31.pdf,2018-03-31 00:00:00,Charity
GB-CHC-1076434,1076434,,pdf_ocr,accounts/GB-CHC-1076434-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1077083,1077083,,pdf_ocr,accounts/GB-CHC-1077083-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1078053,1078053,,pdf_ocr,accounts/GB-CHC-1078053-2018-03-31.pdf,2018-03-31 00:00:00,Charity
GB-CHC-1078166,1078166,,pdf_ocr,accounts/GB-CHC-1078166-2018-03-31.pdf,2018-03-31 00:00:00,Charity
GB-CHC-1078426,1078426,,pdf_ocr,accounts/GB-CHC-1078426-2017-12-31.pdf,2017-12-31 00:00:00,Charity
GB-CHC-1078598,1078598,,pdf_ocr,accounts/GB-CHC-1078598-2017-06-30.pdf,2017-06-30 00:00:00,Charity
GB-CHC-1078607,1078607,,pdf_ocr,accounts/GB-CHC-1078607-2017-07-31.pdf,2017-07-31 00:00:00,Charity
GB-CHC-1079018,1079018,,pdf_ocr,accounts/GB-CHC-1079018-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1079436,1079436,,pdf_ocr,accounts/GB-CHC-1079436-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1080883,1080883,,pdf_ocr,accounts/GB-CHC-1080883-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1081117,1081117,,pdf_ocr,accounts/GB-CHC-1081117-2018-03-31.pdf,2018-03-31 00:00:00,Charity
GB-CHC-1081691,1081691,,pdf_ocr,accounts/GB-CHC-1081691-2018-03-31.pdf,2018-03-31 00:00:00,Charity
GB-CHC-1081976,1081976,,pdf_ocr,accounts/GB-CHC-1081976-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1082054,1082054,,pdf_ocr,accounts/GB-CHC-1082054-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1082340,1082340,,pdf_ocr,accounts/GB-CHC-1082340-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1083268,1083268,,pdf_ocr,accounts/GB-CHC-1083268-2017-07-31.pdf,2017-07-31 00:00:00,Charity
GB-CHC-1083379,1083379,,pdf_ocr,accounts/GB-CHC-1083379-2017-12-31.pdf,2017-12-31 00:00:00,Charity
GB-CHC-1084817,1084817,,pdf_ocr,accounts/GB-CHC-1084817-2017-09-30.pdf,2017-09-30 00:00:00,Charity
GB-CHC-1085465,1085465,,pdf_ocr,accounts/GB-CHC-1085465-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1085598,1085598,,pdf_ocr,accounts/GB-CHC-1085598-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1085965,1085965,,pdf_ocr,accounts/GB-CHC-1085965-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1086129,1086129,,pdf_ocr,accounts/GB-CHC-1086129-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1086183,1086183,,pdf_ocr,accounts/GB-CHC-1086183-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1087161,1087161,,pdf_ocr,accounts/GB-CHC-1087161-2017-09-30.pdf,2017-09-30 00:00:00,Charity
GB-CHC-1087513,1087513,,pdf_ocr,accounts/GB-CHC-1087513-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1087526,1087526,,pdf_ocr,accounts/GB-CHC-1087526-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1087798,1087798,,pdf_ocr,accounts/GB-CHC-1087798-2017-04-30.pdf,2017-04-30 00:00:00,Charity
GB-CHC-1088242,1088242,,pdf_ocr,accounts/GB-CHC-1088242-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1088751,1088751,,pdf_ocr,accounts/GB-CHC-1088751-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1089224,1089224,,pdf_ocr,accounts/GB-CHC-1089224-2017-12-31.pdf,2017-12-31 00:00:00,Charity
GB-CHC-1089333,1089333,,pdf_ocr,accounts/GB-CHC-1089333-2017-12-31.pdf,2017-12-31 00:00:00,Charity
GB-CHC-1089503,1089503,,pdf_ocr,accounts/GB-CHC-1089503-2017-06-30.pdf,2017-06-30 00:00:00,Charity
GB-CHC-1090161,1090161,,pdf_ocr,accounts/GB-CHC-1090161-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1090188,1090188,,pdf_ocr,accounts/GB-CHC-1090188-2016-09-30.pdf,2016-09-30 00:00:00,Charity
GB-CHC-1090261,1090261,,pdf_ocr,accounts/GB-CHC-1090261-2017-07-31.pdf,2017-07-31 00:00:00,Charity
GB-CHC-1090981,1090981,,pdf_ocr,accounts/GB-CHC-1090981-2017-12-31.pdf,2017-12-31 00:00:00,Charity
GB-CHC-1091226,1091226,,pdf_ocr,accounts/GB-CHC-1091226-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1091232,1091232,,pdf_ocr,accounts/GB-CHC-1091232-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1091241,1091241,,pdf_ocr,accounts/GB-CHC-1091241-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1092375,1092375,,pdf_ocr,accounts/GB-CHC-1092375-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1092411,1092411,,pdf_ocr,accounts/GB-CHC-1092411-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1092489,1092489,,pdf_ocr,accounts/GB-CHC-1092489-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1092511,1092511,,pdf_ocr,accounts/GB-CHC-1092511-2017-12-31.pdf,2017-12-31 00:00:00,Charity
GB-CHC-1092914,1092914,,pdf_ocr,accounts/GB-CHC-1092914-2017-03-31.pdf,2017-03-31 00:00:00,Charity
GB-CHC-1093064,1093064,,pdf_ocr,accounts/GB-CHC-1093064-2015-03-31.pdf,2015-03-31 00:00:00,Charity
GB-CHC-1093189,1093189,,pdf_ocr,accounts/GB-CHC-1093189-2018-03-31.pdf,2018-03-31 00:00:00,Charity
